full_id,osm_id,osm_type,building,reg_id,ownership,addr:subdistrict,addr:district,addr:county,military,official_name,tower:type,healthcare,generator:source,trade,nurses_num,electricity,doctors_num,operator_name,emergency,dispensing,bed_count,product,industrial,operational_status,drinking_water,shop,layer,power,public_transport,tourism,denomination,pump,man_made,waste,construction,service_times,religion,capacity,toilets:handwashing,toilets:disposal,toilets:access,fee,phone,operator,opening_hours,brand:wikidata,brand,addr:state,description,amenity,office,name,addr:street,type,building:material,building:levels,addr:city,Building_Code,Ward_Code,Block_Code,Building_Area_m2,Building_Source,AI_Confidence,Boundary_Flag
w310788191,310788191,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0009,W07,W07-B026,135.06864723952856,OSM existing,,True
w310788192,310788192,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W07-B139-BLD0008,W07,W07-B139,129.15858744025584,OSM existing,,True
w310788193,310788193,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B139-BLD0009,W07,W07-B139,86.41651719068338,OSM existing,,False
w310788194,310788194,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0010,W07,W07-B026,110.19300482997006,OSM existing,,False
w310788195,310788195,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W07-B026-BLD0011,W07,W07-B026,90.15628309016046,OSM existing,,False
w310788196,310788196,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0012,W07,W07-B026,91.19039623613888,OSM existing,,False
w310788197,310788197,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0013,W07,W07-B026,93.42216080114426,OSM existing,,False
w310788198,310788198,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0014,W07,W07-B026,95.85209688647532,OSM existing,,False
w310788199,310788199,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0015,W07,W07-B026,124.8750658574581,OSM existing,,False
w310788200,310788200,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,1,Ganta,W07-B026-BLD0016,W07,W07-B026,92.41484441936998,OSM existing,,False
w310788201,310788201,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B026-BLD0017,W07,W07-B026,158.98386778735292,OSM existing,,True
w310788202,310788202,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W07-B026-BLD0018,W07,W07-B026,91.75851609867095,OSM existing,,True
w310789954,310789954,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W01-B002-BLD0001,W01,W01-B002,113.14950043961353,OSM existing,,False
w310789964,310789964,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W01-B002-BLD0002,W01,W01-B002,202.39434989889645,OSM existing,,False
w310790007,310790007,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W07-B012-BLD0003,W07,W07-B012,84.54989571693004,OSM existing,,False
w314334154,314334154,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,methodist,,,,,,christian,,,,,,,,,,,,,place_of_worship,,United Methodist Church,,,stone,1,Ganta,W07-B107-BLD0001,W07,W07-B107,336.11928293956635,OSM existing,,False
w389696396,389696396,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B087-BLD0002,W06,W06-B087,117.02303703351878,OSM existing,,False
w389696399,389696399,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B087-BLD0003,W06,W06-B087,113.77839827660203,OSM existing,,False
w389696401,389696401,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B087-BLD0004,W06,W06-B087,122.88381770077709,OSM existing,,False
w400310738,400310738,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glandu Community,,brick,1,Ganta,W04-B106-BLD0001,W04,W04-B106,16.957204138461456,OSM existing,,False
w400310740,400310740,way,roof,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,1,Ganta,W04-B123-BLD0001,W04,W04-B123,25.12370578659457,OSM existing,,False
w400310741,400310741,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B111-BLD0011,W04,W04-B111,98.09002822593126,OSM existing,,False
w400310742,400310742,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0001,W04,W04-B117,164.9147668234882,OSM existing,,False
w400310746,400310746,way,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,1,Ganta,W04-B139-BLD0001,W04,W04-B139,24.92438832118952,OSM existing,,False
w400310747,400310747,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0002,W04,W04-B117,80.56933060524841,OSM existing,,False
w400310749,400310749,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B086-BLD0001,W04,W04-B086,103.07388651495357,OSM existing,,False
w400310750,400310750,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganlau community,,brick,1,Ganta,W04-B106-BLD0002,W04,W04-B106,74.02759194690921,OSM existing,,False
w400310753,400310753,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B105-BLD0001,W04,W04-B105,121.21223048813869,OSM existing,,False
w400310754,400310754,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W04-B117-BLD0003,W04,W04-B117,129.6223220591529,OSM existing,,False
w400310756,400310756,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0001,W04,W04-B056,52.240555001932684,OSM existing,,False
w400310758,400310758,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0004,W04,W04-B117,68.5901928132216,OSM existing,,False
w400310759,400310759,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W04-B056-BLD0002,W04,W04-B056,91.78317514196789,OSM existing,,False
w400310762,400310762,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B135-BLD0001,W04,W04-B135,61.33159624714597,OSM existing,,False
w400310763,400310763,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B123-BLD0002,W04,W04-B123,42.786138107579575,OSM existing,,False
w400310765,400310765,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B071-BLD0003,W04,W04-B071,40.763623587790626,OSM existing,,False
w400310767,400310767,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B136-BLD0008,W04,W04-B136,98.14132502570477,OSM existing,,False
w400310774,400310774,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B142-BLD0001,W04,W04-B142,50.54783651388395,OSM existing,,False
w400310781,400310781,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B105-BLD0002,W04,W04-B105,119.6589571560235,OSM existing,,False
w400310784,400310784,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,1,Ganta,W04-B123-BLD0003,W04,W04-B123,20.453607544578105,OSM existing,,False
w400310785,400310785,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W04-B117-BLD0005,W04,W04-B117,29.795869981487805,OSM existing,,False
w400310789,400310789,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B136-BLD0009,W04,W04-B136,67.9483133398841,OSM existing,,False
w400310790,400310790,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,1,Ganta,W04-B056-BLD0003,W04,W04-B056,39.30186892658614,OSM existing,,False
w400310791,400310791,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0006,W04,W04-B117,111.99168552795628,OSM existing,,False
w400310792,400310792,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B106-BLD0003,W04,W04-B106,47.536020123300425,OSM existing,,False
w400310795,400310795,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentecostal,,,,,We 17:00-20:00; Su 08:00-10:00,christian,,,,,,,,,,,,,place_of_worship,,Ganta Holy Church Of Christ,,,brick,1,Ganta,W04-B056-BLD0004,W04,W04-B056,228.5876258289503,OSM existing,,False
w400310797,400310797,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B135-BLD0002,W04,W04-B135,56.7897592778506,OSM existing,,False
w400310801,400310801,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B086-BLD0002,W04,W04-B086,99.16825637565994,OSM existing,,False
w400310802,400310802,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0007,W04,W04-B117,79.37783208714211,OSM existing,,False
w400310806,400310806,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B140-BLD0001,W04,W04-B140,75.97857177743916,OSM existing,,False
w400310819,400310819,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B142-BLD0002,W04,W04-B142,43.906813212600895,OSM existing,,False
w400310823,400310823,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B102-BLD0001,W04,W04-B102,124.00440280065298,OSM existing,,False
w400310827,400310827,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0008,W04,W04-B117,27.55402937114951,OSM existing,,False
w400310829,400310829,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guinea Road,,brick,1,Ganta,W04-B084-BLD0001,W04,W04-B084,75.71084378622534,OSM existing,,False
w400310830,400310830,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0005,W04,W04-B056,173.64327529510655,OSM existing,,False
w400310832,400310832,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0006,W04,W04-B056,83.88376095851049,OSM existing,,False
w400310834,400310834,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0007,W04,W04-B056,41.83034811226099,OSM existing,,False
w400310836,400310836,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B106-BLD0004,W04,W04-B106,36.170486222525874,OSM existing,,False
w400310839,400310839,way,commercial;residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B102-BLD0002,W04,W04-B102,110.26990055627675,OSM existing,,False
w400310841,400310841,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0009,W04,W04-B117,62.24627845662049,OSM existing,,False
w400310846,400310846,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0008,W04,W04-B056,29.395013364048694,OSM existing,,False
w400310851,400310851,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B071-BLD0004,W04,W04-B071,270.0048279855871,OSM existing,,True
w400310853,400310853,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B086-BLD0003,W04,W04-B086,109.26723918500082,OSM existing,,False
w400310862,400310862,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B123-BLD0004,W04,W04-B123,26.015560898876014,OSM existing,,False
w400310866,400310866,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B123-BLD0005,W04,W04-B123,49.33231603391181,OSM existing,,False
w400310870,400310870,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0009,W04,W04-B056,63.640521673060974,OSM existing,,False
w400310872,400310872,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenyiluu Community Road,,brick,1,Ganta,W04-B128-BLD0001,W04,W04-B128,115.35802271707243,OSM existing,,False
w400310875,400310875,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B140-BLD0002,W04,W04-B140,65.9124194471635,OSM existing,,False
w400310877,400310877,way,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,1,Ganta,W04-B136-BLD0010,W04,W04-B136,79.46220186693304,OSM existing,,False
w400310878,400310878,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B096-BLD0001,W04,W04-B096,43.41095566332211,OSM existing,,False
w400310885,400310885,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganlau community,,brick,1,Ganta,W04-B128-BLD0002,W04,W04-B128,67.07239093819469,OSM existing,,False
w400310887,400310887,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B102-BLD0003,W04,W04-B102,50.70257365766915,OSM existing,,False
w400310888,400310888,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0010,W04,W04-B117,62.79579341264324,OSM existing,,False
w400310889,400310889,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentecostal,,,,,We 17:00-20:00; Su 08:00-10:00,christian,,,,,,,,,,,,,place_of_worship,,Salvation In Christ Ministries Inc,,,brick,1,Ganta,W04-B102-BLD0004,W04,W04-B102,53.55310210006542,OSM existing,,False
w400310890,400310890,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0011,W04,W04-B117,22.296157584068222,OSM existing,,False
w400310896,400310896,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B071-BLD0005,W04,W04-B071,50.7155800994708,OSM existing,,False
w400310898,400310898,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B096-BLD0002,W04,W04-B096,64.27964285598637,OSM existing,,False
w400310899,400310899,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B106-BLD0005,W04,W04-B106,84.48625025770792,OSM existing,,False
w400310902,400310902,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W04-B056-BLD0010,W04,W04-B056,55.56275293756508,OSM existing,,False
w400310903,400310903,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,1,Ganta,W04-B096-BLD0003,W04,W04-B096,15.343397949683212,OSM existing,,False
w400310904,400310904,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0011,W04,W04-B056,62.932094801665194,OSM existing,,False
w400310906,400310906,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0012,W04,W04-B056,161.61866931637718,OSM existing,,False
w400310909,400310909,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B086-BLD0004,W04,W04-B086,114.85675728609266,OSM existing,,False
w400310911,400310911,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B086-BLD0005,W04,W04-B086,176.8342490321077,OSM existing,,False
w400310914,400310914,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B123-BLD0006,W04,W04-B123,31.290965018461538,OSM existing,,False
w400310915,400310915,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0013,W04,W04-B056,53.70658507163984,OSM existing,,False
w400310917,400310917,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B102-BLD0005,W04,W04-B102,14.6383044323603,OSM existing,,False
w400310918,400310918,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta,W04-B128-BLD0003,W04,W04-B128,161.0655347141853,OSM existing,,False
w400310919,400310919,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B140-BLD0003,W04,W04-B140,72.14519669388308,OSM existing,,False
w400310922,400310922,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B135-BLD0003,W04,W04-B135,80.53609612760096,OSM existing,,False
w400310923,400310923,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0012,W04,W04-B117,71.57434735232782,OSM existing,,False
w400310931,400310931,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0013,W04,W04-B117,43.59268484637329,OSM existing,,False
w400310935,400310935,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B102-BLD0006,W04,W04-B102,170.3861164075388,OSM existing,,False
w400310937,400310937,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B106-BLD0006,W04,W04-B106,214.34614614569915,OSM existing,,False
w400310939,400310939,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B106-BLD0007,W04,W04-B106,72.14581582191246,OSM existing,,False
w400310943,400310943,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0014,W04,W04-B056,44.81389339131561,OSM existing,,False
w400310946,400310946,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0015,W04,W04-B056,119.27672732981893,OSM existing,,False
w400310949,400310949,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B128-BLD0004,W04,W04-B128,428.5913871436285,OSM existing,,False
w400310953,400310953,way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B135-BLD0004,W04,W04-B135,55.91132751322243,OSM existing,,False
w400310954,400310954,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0014,W04,W04-B117,54.96861367497803,OSM existing,,False
w400310960,400310960,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B102-BLD0007,W04,W04-B102,22.418544611670658,OSM existing,,False
w400310966,400310966,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,1,Ganta,W04-B139-BLD0002,W04,W04-B139,30.671893988244044,OSM existing,,False
w400310967,400310967,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B123-BLD0007,W04,W04-B123,31.956518404018134,OSM existing,,False
w400310976,400310976,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0016,W04,W04-B056,50.54624039364303,OSM existing,,False
w400310979,400310979,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B096-BLD0004,W04,W04-B096,159.42146801456403,OSM existing,,False
w400310980,400310980,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B117-BLD0015,W04,W04-B117,65.75951136426023,OSM existing,,False
w400310984,400310984,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B128-BLD0005,W04,W04-B128,71.309133454932,OSM existing,,False
w400310986,400310986,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,GOL,Mo-Fr 09:00-17:00,,,,,post_office,,Ganta Post Office,Palala - Ganta,,brick,1,Ganta,W04-B096-BLD0005,W04,W04-B096,113.31118495235765,OSM existing,,False
w400310989,400310989,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0017,W04,W04-B056,134.12077850782524,OSM existing,,False
w400310997,400310997,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenyiluu Community Road,,brick,1,Ganta,W04-B128-BLD0006,W04,W04-B128,119.68553899474881,OSM existing,,False
w400311013,400311013,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B105-BLD0003,W04,W04-B105,40.12866637580822,OSM existing,,False
w400311015,400311015,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guinea Road,,brick,1,Ganta,W04-B104-BLD0001,W04,W04-B104,67.73312779728028,OSM existing,,False
w400311017,400311017,way,commercial;residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0018,W04,W04-B056,117.63927968366677,OSM existing,,False
w400311023,400311023,way,commercial;residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B056-BLD0019,W04,W04-B056,198.13971243589907,OSM existing,,False
w400311024,400311024,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B105-BLD0004,W04,W04-B105,54.9188112499798,OSM existing,,False
w400311025,400311025,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B071-BLD0006,W04,W04-B071,99.50286393891702,OSM existing,,False
w400311027,400311027,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B071-BLD0007,W04,W04-B071,63.89969755460659,OSM existing,,False
w400311029,400311029,way,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B056-BLD0020,W04,W04-B056,154.50715451029325,OSM existing,,False
w400311031,400311031,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cement_block,1,Ganta,W04-B140-BLD0004,W04,W04-B140,219.05895406286635,OSM existing,,False
w400311033,400311033,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W04-B111-BLD0012,W04,W04-B111,75.79706580989479,OSM existing,,False
