full_id,osm_id,osm_type,building,reg_id,ownership,addr:subdistrict,addr:district,addr:county,military,official_name,tower:type,healthcare,generator:source,trade,nurses_num,electricity,doctors_num,operator_name,emergency,dispensing,bed_count,product,industrial,operational_status,drinking_water,shop,layer,power,public_transport,tourism,denomination,pump,man_made,waste,construction,service_times,religion,capacity,toilets:handwashing,toilets:disposal,toilets:access,fee,phone,operator,opening_hours,brand:wikidata,brand,addr:state,description,amenity,office,name,addr:street,type,building:material,building:levels,addr:city,Building_Code,Ward_Code,Block_Code,Building_Area_m2,Building_Source,AI_Confidence,Boundary_Flag
w485350332,485350332,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0009,W06,W06-B023,39.52945850791702,OSM existing,,False
w485350333,485350333,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0005,W06,W06-B022,117.5700010124025,OSM existing,,False
w485350334,485350334,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B282-BLD0006,W06,W06-B282,24.48825526185604,OSM existing,,False
w485350335,485350335,way,shed,,,,,,,,,,,,,,,,,,,,,,,,,generator,,,,,,,,,,,,,,,,,,,,,generator,,,,,,cement_block,1,Ganta,W06-B046-BLD0013,W06,W06-B046,18.061583998875484,OSM existing,,False
w485350336,485350336,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0010,W06,W06-B178,123.48788318787578,OSM existing,,False
w485350337,485350337,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0004,W06,W06-B088,81.45317216557928,OSM existing,,False
w485350338,485350338,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B264-BLD0002,W06,W06-B264,108.54106123780237,OSM existing,,False
w485350339,485350339,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0005,W06,W06-B088,73.8048441015405,OSM existing,,False
w485350340,485350340,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B266-BLD0002,W06,W06-B266,111.64332900594363,OSM existing,,False
w485350341,485350341,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0019,W06,W06-B044,23.398047045469717,OSM existing,,False
w485350342,485350342,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B214-BLD0001,W06,W06-B214,215.28057960427407,OSM existing,,False
w485350343,485350343,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0010,W06,W06-B023,89.93381239580543,OSM existing,,False
w485350344,485350344,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B266-BLD0003,W06,W06-B266,110.80142652218616,OSM existing,,False
w485350345,485350345,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B268-BLD0007,W06,W06-B268,40.528644077406916,OSM existing,,False
w485350346,485350346,way,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B391-BLD0001,W06,W06-B391,499.5416104968249,OSM existing,,False
w485350347,485350347,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0006,W06,W06-B022,144.9459328312468,OSM existing,,False
w485350348,485350348,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B268-BLD0008,W06,W06-B268,108.35627425637972,OSM existing,,False
w485350349,485350349,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0020,W06,W06-B044,120.1779759530977,OSM existing,,False
w485350350,485350350,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0011,W06,W06-B023,109.14900699824976,OSM existing,,False
w485350351,485350351,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B046-BLD0014,W06,W06-B046,108.31502818562447,OSM existing,,False
w485350352,485350352,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0011,W06,W06-B178,186.43387609969008,OSM existing,,False
w485350353,485350353,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0012,W06,W06-B178,19.896385835751676,OSM existing,,False
w485350354,485350354,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0006,W06,W06-B088,122.87137499798082,OSM existing,,False
w485350355,485350355,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0021,W06,W06-B044,103.91028098164622,OSM existing,,False
w485350359,485350359,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0012,W06,W06-B023,146.58051522709087,OSM existing,,False
w485350361,485350361,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B268-BLD0009,W06,W06-B268,117.76501467776127,OSM existing,,False
w485350363,485350363,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0015,W06,W06-B103,56.282682634643564,OSM existing,,False
w485350365,485350365,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0013,W06,W06-B023,109.71515991494829,OSM existing,,False
w485350367,485350367,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0014,W06,W06-B023,97.08858946218612,OSM existing,,False
w485350368,485350368,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0015,W06,W06-B023,116.70869712508049,OSM existing,,False
w485350370,485350370,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,2,Ganta,W06-B103-BLD0016,W06,W06-B103,102.11689949881662,OSM existing,,False
w485350372,485350372,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,flush,permissive,no,,,,,,,,toilets,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B282-BLD0007,W06,W06-B282,17.95704792250788,OSM existing,,False
w485350374,485350374,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0022,W06,W06-B044,26.10807859137609,OSM existing,,False
w485350375,485350375,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0007,W06,W06-B022,87.27168808358753,OSM existing,,False
w485350376,485350376,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0006,W06,W06-B341,8.10385044699224,OSM existing,,False
w485350378,485350378,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0013,W06,W06-B178,107.46935703011579,OSM existing,,False
w485350379,485350379,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B264-BLD0003,W06,W06-B264,170.51506589256087,OSM existing,,False
w485350380,485350380,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0023,W06,W06-B044,89.55363097699083,OSM existing,,False
w485350381,485350381,way,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storage area for brick,,,,Ganta-Tappita Highway,,plastic,1,Ganta,W06-B044-BLD0024,W06,W06-B044,20.25725506168129,OSM existing,,False
w485350382,485350382,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0016,W06,W06-B023,137.53589535131616,OSM existing,,False
w485350383,485350383,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0007,W06,W06-B341,57.387006423490476,OSM existing,,False
w485350384,485350384,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B085-BLD0023,W06,W06-B085,85.66355052564555,OSM existing,,False
w485350385,485350385,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0007,W06,W06-B088,34.19683711400779,OSM existing,,False
w485350386,485350386,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0014,W06,W06-B178,153.97846559733136,OSM existing,,True
w485350387,485350387,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B127-BLD0006,W06,W06-B127,70.92175449429365,OSM existing,,False
w485350389,485350389,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0015,W06,W06-B178,17.99380347277039,OSM existing,,False
w485350390,485350390,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0008,W06,W06-B088,108.66128006235915,OSM existing,,False
w485350391,485350391,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,cement_block,1,Ganta,W06-B341-BLD0008,W06,W06-B341,80.36416136370927,OSM existing,,False
w485350392,485350392,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B282-BLD0008,W06,W06-B282,144.76502722993266,OSM existing,,True
w485350393,485350393,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0009,W06,W06-B088,130.09059700413312,OSM existing,,False
w485350394,485350394,way,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LPRC Oil Terminal Security Booth 1,,,,Ganta-Tappita Highway,,cement_block,1,Ganta,W06-B214-BLD0002,W06,W06-B214,10.09224337239825,OSM existing,,False
w485350395,485350395,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0010,W06,W06-B088,93.4136622924588,OSM existing,,True
w485350396,485350396,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0008,W06,W06-B022,88.18516740107911,OSM existing,,False
w485350397,485350397,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B046-BLD0015,W06,W06-B046,38.72429375138356,OSM existing,,False
w485350398,485350398,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0009,W06,W06-B022,120.34920592093653,OSM existing,,False
w485350399,485350399,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0011,W06,W06-B088,77.03801153469769,OSM existing,,False
w485350400,485350400,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0025,W06,W06-B044,19.884575135019617,OSM existing,,False
w485350401,485350401,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B046-BLD0016,W06,W06-B046,156.04402895156892,OSM existing,,False
w485350402,485350402,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0009,W06,W06-B341,205.14743028225405,OSM existing,,False
w485350403,485350403,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0012,W06,W06-B088,181.13632646147258,OSM existing,,False
w485350404,485350404,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0016,W06,W06-B178,31.427428359371888,OSM existing,,False
w485350405,485350405,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B264-BLD0004,W06,W06-B264,184.10322005987535,OSM existing,,True
w485350406,485350406,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0017,W06,W06-B178,115.1718096368351,OSM existing,,False
w485350407,485350407,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0017,W06,W06-B103,41.08763047986928,OSM existing,,False
w485350408,485350408,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0018,W06,W06-B103,28.666844341835784,OSM existing,,False
w485350409,485350409,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B282-BLD0009,W06,W06-B282,58.778778042849126,OSM existing,,False
w485350410,485350410,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0019,W06,W06-B103,69.54476294424566,OSM existing,,False
w485350411,485350411,way,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,metal,1,Ganta,W06-B341-BLD0010,W06,W06-B341,10.027649305943683,OSM existing,,False
w485350412,485350412,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0020,W06,W06-B103,85.10174484433456,OSM existing,,False
w485350413,485350413,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0018,W06,W06-B178,147.1085073610861,OSM existing,,False
w485350414,485350414,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B266-BLD0004,W06,W06-B266,114.37236968043969,OSM existing,,True
w485350415,485350415,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B264-BLD0005,W06,W06-B264,98.70675851903019,OSM existing,,False
w485350416,485350416,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0026,W06,W06-B044,103.94983839762875,OSM existing,,False
w485350417,485350417,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B178-BLD0019,W06,W06-B178,144.9408971625012,OSM existing,,False
w485350418,485350418,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kitchen,,,,,,brick,1,Ganta,W06-B103-BLD0021,W06,W06-B103,15.810935303478322,OSM existing,,False
w485350419,485350419,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0017,W06,W06-B023,169.9881471382186,OSM existing,,False
w485350420,485350420,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0018,W06,W06-B023,89.93080247571332,OSM existing,,False
w485350421,485350421,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0013,W06,W06-B088,174.5327053282348,OSM existing,,False
w485350422,485350422,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0020,W06,W06-B178,105.89252151412343,OSM existing,,False
w485350423,485350423,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B127-BLD0007,W06,W06-B127,250.44841480519295,OSM existing,,False
w485350424,485350424,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0010,W06,W06-B022,116.48599728724204,OSM existing,,False
w485350425,485350425,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0011,W06,W06-B022,47.91661367692768,OSM existing,,False
w485350426,485350426,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0019,W06,W06-B023,17.345723876407202,OSM existing,,False
w485350427,485350427,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B268-BLD0010,W06,W06-B268,88.34829767110247,OSM existing,,False
w485350428,485350428,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0012,W06,W06-B022,138.8509510895693,OSM existing,,False
w485350429,485350429,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0011,W06,W06-B341,75.52537672274742,OSM existing,,False
w485350430,485350430,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0021,W06,W06-B178,62.203533430694016,OSM existing,,False
w485350431,485350431,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0022,W06,W06-B103,139.07817163392752,OSM existing,,False
w485350432,485350432,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0013,W06,W06-B022,63.32866324218491,OSM existing,,False
w485350433,485350433,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0014,W06,W06-B022,85.61008355031173,OSM existing,,False
w485350434,485350434,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B282-BLD0010,W06,W06-B282,95.19851673423409,OSM existing,,False
w485350435,485350435,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0014,W06,W06-B088,101.79966753809815,OSM existing,,False
w485350436,485350436,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B214-BLD0003,W06,W06-B214,141.22930910716104,OSM existing,,False
w485350437,485350437,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0015,W06,W06-B088,74.90731273587494,OSM existing,,False
w485350438,485350438,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B127-BLD0008,W06,W06-B127,96.24710968247348,OSM existing,,False
w485350439,485350439,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B162-BLD0016,W06,W06-B162,52.06225028432276,OSM existing,,False
w485350441,485350441,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0016,W06,W06-B088,161.92616994753078,OSM existing,,False
w485350443,485350443,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B046-BLD0017,W06,W06-B046,40.23415077263475,OSM existing,,False
w485350446,485350446,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0015,W06,W06-B022,45.38536617832255,OSM existing,,False
w485350447,485350447,way,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0012,W06,W06-B341,186.37970847382545,OSM existing,,False
w485350448,485350448,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B046-BLD0018,W06,W06-B046,63.138083323300265,OSM existing,,False
w485350449,485350449,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0023,W06,W06-B103,112.93274582348624,OSM existing,,False
w485350450,485350450,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B264-BLD0006,W06,W06-B264,85.29068506884101,OSM existing,,True
w485350451,485350451,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B023-BLD0020,W06,W06-B023,128.41041697359256,OSM existing,,False
w485350452,485350452,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0016,W06,W06-B022,110.64464089994867,OSM existing,,False
w485350453,485350453,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B022-BLD0017,W06,W06-B022,165.55790159452997,OSM existing,,False
w485350454,485350454,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0022,W06,W06-B178,302.20126970511944,OSM existing,,False
w485350456,485350456,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0013,W06,W06-B341,62.53705201929505,OSM existing,,False
w485350457,485350457,way,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,protestant,,,,,Su 08:00-10:00,christian,,,,,,,,,,,,,place_of_worship,,EL Bethel Church,,,cement_block,1,Ganta,W06-B023-BLD0021,W06,W06-B023,79.1761853579663,OSM existing,,False
w485350458,485350458,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B044-BLD0027,W06,W06-B044,85.72508694160128,OSM existing,,False
w485350459,485350459,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B266-BLD0005,W06,W06-B266,110.12166918006803,OSM existing,,False
w485350460,485350460,way,commercial;residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0023,W06,W06-B178,106.01160479088549,OSM existing,,False
w485350462,485350462,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B103-BLD0024,W06,W06-B103,92.38078823458727,OSM existing,,False
w485350463,485350463,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B088-BLD0017,W06,W06-B088,68.65742898151203,OSM existing,,False
w485350464,485350464,way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W06-B023-BLD0022,W06,W06-B023,97.6357685005285,OSM existing,,False
w485350465,485350465,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganta-Tappita Highway,,brick,1,Ganta,W06-B341-BLD0014,W06,W06-B341,139.4026854627309,OSM existing,,False
w485350466,485350466,way,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,1,Ganta,W06-B178-BLD0024,W06,W06-B178,29.551952160667184,OSM existing,,False
